,nsga3_adaptation,custom_adaptation,anchors_adaptation,wip_adaptation,nsga3_confidence,custom_confidence,anchors_confidence,wip_confidence,nsga3_score,custom_score,anchors_score,wip_score,score_diff_custom_NSGA,score_diff_anchors_custom,score_diff_anchors_nsga,score_diff_anchors_wip,score_improvement_NSGA_custom[%],score_improvement_anchors_custom[%],score_improvement_anchors_NSGA[%],score_improvement_anchors_WIP[%],nsga3_time,custom_time,anchors_time,wip_time,speed-up_custom_NSGA,speed-up_anchors_NSGA,speed-up_anchors_custom,speed-up_WIP_anchors,iterations_anchors,iterations_wip
0,"[37.23140524 93.68282325 99.05936785 37.9839     98.         57.3202
 45.6157     85.1741      0.        ]","[35.3261899  79.97194343 96.96117273 37.9839     98.         57.3202
 45.6157     85.1741      0.        ]",[33.9715 97.6462 98.8671 37.9839 98.     57.3202 45.6157 85.1741  0.    ],[36.981  79.6462 87.8221 37.9839 98.     57.3202 45.6157 85.1741  0.    ],[0.35633033 0.88921906 0.13708361 0.50141046],[0.35633033 0.8909589  0.159432   0.37533565],[0.35633033 0.8909589  0.159432   0.37533565],[0.33701458 0.88921906 0.12133471 0.37533565],106.50531414178477,120.40917373737369,99.47429999999997,131.5288,13.903859595588926,-20.93487373737372,-7.0310141417847944,-32.05450000000002,0.13054615826098095,-0.173864441450575,-0.06601561807915787,-0.24370708164295593,0.26706981658935547,0.1409313678741455,0.3079414367675781,0.0611119270324707,1.895034587529542,0.8672746980489315,0.4576563951687829,0.19845308144936513,1002,58
1,"[24.61293225 40.51994476 37.86836095 37.6367     72.         61.922
 26.6347     32.8408      1.        ]","[24.23237879 41.8885     42.229      37.6367     72.         61.922
 26.6347     32.8408      1.        ]",[ 6.3996 50.8885 64.229  37.6367 72.     61.922  26.6347 32.8408  1.    ],[ 6.3996 50.8885 64.229  37.6367 72.     61.922  26.6347 32.8408  1.    ],[0.90943154 0.80375361 0.80491223 0.88959122],[0.94819863 0.80375361 0.85042139 0.88959122],[[0.94851116 0.81327439 0.84470393 0.91079723]],[0.94851116 0.81327439 0.84470393 0.91079723],208.58792653653813,202.47817878787882,153.64540000000002,153.64540000000002,-6.109747748659316,-48.832778787878794,-54.94252653653811,0.0,-0.029290994210966845,-0.2411755137280113,-0.26340223736254403,0.0,5.5015549659729,0.14012384414672852,0.0020062923431396484,0.017894268035888672,39.26208989964643,2742.1502079619727,69.84218657159833,8.919073083778967,0,0
2,"[ 6.03561339 26.23856674 37.8680404  51.3995     78.         49.047
 56.0714     79.0609      1.        ]","[24.39       64.79683434 31.209      51.3995     78.         49.047
 56.0714     79.0609      1.        ]",[24.39   80.158  79.209  51.3995 78.     49.047  56.0714 79.0609  1.    ],[24.39   80.158  79.209  51.3995 78.     49.047  56.0714 79.0609  1.    ],[0.87791717 0.802386   0.81731052 0.85791253],[0.90658436 0.80115099 0.88015485 0.91598509],[[0.94001725 0.82236503 0.93577745 0.93331504]],[0.94001725 0.82236503 0.93577745 0.93331504],190.52950625349462,176.98466565656565,113.62349999999998,113.62349999999998,-13.544840596928964,-63.361165656565674,-76.90600625349464,0.0,-0.07109051434221375,-0.3580037028717304,-0.40364354984037576,0.0,5.509506702423096,0.41646623611450195,0.007197380065917969,0.015591859817504883,13.229179762146021,765.4878097257189,57.86358818073407,2.166324367298264,0,0
3,"[47.51470331 25.20879909 94.97805405 78.3818     53.         80.1221
 40.2897     50.9242      1.        ]","[46.938      25.516      95.96868182 78.3818     53.         80.1221
 40.2897     50.9242      1.        ]",[41.031  52.758  92.4315 78.3818 53.     80.1221 40.2897 50.9242  1.    ],[18.9115 57.882  90.0465 78.3818 53.     80.1221 40.2897 50.9242  1.    ],[0.85479202 0.80407927 0.84816961 0.86428088],[0.85479202 0.80430055 0.84816961 0.86428088],[[0.89993495 0.74503357 0.92201502 0.91899139]],[0.89993495 0.79958547 0.935289   0.92577781],148.94605017167987,147.0715181818182,117.45969999999994,92.6012,-1.87453198986168,-29.61181818181825,-31.48635017167993,24.858499999999935,-0.012585308490564441,-0.20134298297791714,-0.21139432791529403,0.2684468451812712,5.4330127239227295,0.24002981185913086,0.2553553581237793,0.3003835678100586,22.634741417500532,21.27628244749486,0.9399834553022395,1.1763354801603678,1002,1002
4,"[ 3.54005414 99.78488076 98.35252618  2.0234     20.          0.6304
 88.2491     44.3981      1.        ]","[ 7.08739798 99.9914     97.96868182  2.0234     20.          0.6304
 88.2491     44.3981      1.        ]",[18.0215 61.452  65.15    2.0234 20.      0.6304 88.2491 44.3981  1.    ],[17.9545 61.6995 65.068   2.0234 20.      0.6304 88.2491 44.3981  1.    ],[0.94918694 0.36888482 0.13125556 0.15178923],[0.94918694 0.36888482 0.09738125 0.18502961],[[0.94751171 0.14539745 0.08107914 0.11995704]],[0.94751171 0.14539745 0.08107914 0.11995704],103.37924720721111,107.10391616161616,189.39610000000002,189.16359999999997,3.724668954405047,82.29218383838386,86.01685279278891,0.23250000000004434,0.036029174665389095,0.7683396348851312,0.832051452458138,0.0012290948152818215,0.2229292392730713,0.023410797119140625,0.18541908264160156,0.20263671875,9.522496741078703,1.2022993323938156,0.12625883369508192,1.0928579510970755,1002,1002
5,"[24.61310031 50.02386343 37.86802493 31.5709     24.         12.1378
 19.2008     32.6802      1.        ]","[ 7.08739798 50.2543     42.209      31.5709     24.         12.1378
 19.2008     32.6802      1.        ]",[33.9715 61.5083 93.5675 31.5709 24.     12.1378 19.2008 32.6802  1.    ],[35.054  78.3523 95.019  31.5709 24.     12.1378 19.2008 32.6802  1.    ],[0.94138989 0.80396642 0.80593457 0.86376792],[0.94138989 0.80760838 0.8823015  0.86376792],[0.94965259 0.76070525 0.88612069 0.90235533],[0.95188678 0.84549813 0.88612069 0.92910943],205.15031194389218,183.05319797979797,147.32479999999998,130.11180000000002,-22.097113964094206,-35.72839797979799,-57.825511943892195,17.212999999999965,-0.10771182239361002,-0.19518040861400865,-0.28186899350027433,0.1322939195368903,5.644612789154053,0.23493671417236328,0.3100709915161133,0.0462949275970459,24.02609915201604,18.204259487655822,0.7576868543027008,0.14930428470810406,1002,36
6,"[35.7295559  99.76844915 99.30738813 83.0299     63.         69.5702
 44.3576     35.9831      0.        ]","[18.7689     97.97194343 97.953      83.0299     63.         69.5702
 44.3576     35.9831      0.        ]",[24.5969 98.6512 98.953  83.0299 63.     69.5702 44.3576 35.9831  0.    ],[18.7689 65.6832 97.953  83.0299 63.     69.5702 44.3576 35.9831  0.    ],[0.62024077 0.92286476 0.20294189 0.36320174],[0.62024077 0.91725048 0.20294189 0.34772661],[0.62024077 0.93411061 0.20294189 0.34772661],[0.62116246 0.92716931 0.16473006 0.29005894],53.623818623039256,39.81405656565653,43.962800000000016,72.1028,-13.809762057382727,4.148743434343487,-9.66101862303924,-28.139999999999986,-0.25753037385236527,0.10420298236884958,-0.18016282448949697,-0.39027610578229954,0.19088459014892578,0.011878728866577148,0.01436924934387207,0.025954246520996094,16.069445838267466,13.284242313627239,0.8266770644941844,1.806235378055053,84,14
7,"[24.32495206 92.85847512 99.44927236 86.8548     11.         20.951
 51.6759     80.1201      0.        ]","[35.3261899  88.88438889 97.96868182 86.8548     11.         20.951
 51.6759     80.1201      0.        ]",[31.7669 80.7009 73.355  86.8548 11.     20.951  51.6759 80.1201  0.    ],[ 9.8544 79.7799 65.57   86.8548 11.     20.951  51.6759 80.1201  0.    ],[0.64381078 0.92087576 0.15279128 0.26151302],[0.64381078 0.89518166 0.15279128 0.26151302],[0.52849313 0.89518166 0.0859453  0.21230964],[0.50704813 0.90866806 0.0859453  0.21230964],45.16240458072207,61.61831919191917,90.8562,77.6497,16.4559146111971,29.23788080808083,45.69379541927793,13.206500000000005,0.36437197629245455,0.4744998109574398,1.0117662211188527,0.17007792689475948,0.1845109462738037,0.029433727264404297,0.3075294494628906,0.047759056091308594,6.268691172420497,0.599978137365568,0.09571027202699182,0.15529913045635535,1002,42
8,"[ 3.53473056 98.88672989 99.88334625 26.7376     34.          5.6526
 98.2451     55.5518      1.        ]","[ 7.08739798 98.9914     97.96868182 26.7376     34.          5.6526
 98.2451     55.5518      1.        ]",[18.0215 61.4896 73.655  26.7376 34.      5.6526 98.2451 55.5518  1.    ],[45.693  65.413  90.568  26.7376 34.      5.6526 98.2451 55.5518  1.    ],[0.96311702 0.90176635 0.24139915 0.27607312],[0.96311702 0.90176635 0.16935759 0.27607312],[[0.9618826  0.78598395 0.14291406 0.15662291]],[0.96355633 0.79673639 0.22482297 0.17561842],78.02705442175136,83.38971616161615,156.13930000000005,162.97440000000006,5.362661739864791,72.7495838383839,78.11224557824869,-6.835100000000011,0.06872823509238941,0.8724047422992687,1.0010918156161177,-0.041939715685408316,0.27020692825317383,0.02771925926208496,0.20003700256347656,0.11133885383605957,9.747985171550708,1.3507847287775203,0.1385706589624036,0.5565912926571126,1002,222
9,"[ 4.46354539 99.14773658 97.96609892  8.0572     65.         21.3026
 60.1986     61.4343      1.        ]","[ 7.08739798 99.9914     97.96868182  8.0572     65.         21.3026
 60.1986     61.4343      1.        ]",[19.     46.146  97.9855  8.0572 65.     21.3026 60.1986 61.4343  1.    ],"[ 17.9545 100.      87.425    8.0572  65.      21.3026  60.1986  61.4343
   1.    ]",[0.96311702 0.31211017 0.31688494 0.57685843],[0.96311702 0.31211017 0.31688494 0.57685843],[[0.95944861 0.21134484 0.34080131 0.4975361 ]],[0.96311702 0.2164803  0.27782119 0.5575148 ],99.29250989926692,101.07011616161611,166.8113,122.47229999999996,1.7776062623491953,65.74118383838388,67.51879010073307,44.33900000000003,0.017902722613745908,0.6504512543872065,0.6799988253820096,0.3620328841705434,0.18028712272644043,0.02280116081237793,0.2777130603790283,0.06296610832214355,7.906927380143253,0.6491848906219282,0.0821033075695412,0.2267308143023816,1002,96
10,"[ 0.26482295 37.31934994 98.51285172 80.4723      5.         22.0744
 89.3574     49.582       0.        ]","[ 9.07034141 98.98167172 97.97619091 80.4723      5.         22.0744
 89.3574     49.582       0.        ]",[ 3.344  57.324  77.3    80.4723  5.     22.0744 89.3574 49.582   0.    ],[19.043  30.484  51.43   80.4723  5.     22.0744 89.3574 49.582   0.    ],[0.29411887 0.8755471  0.03452051 0.07712373],[0.26505683 0.86352793 0.01278118 0.04049778],[0.24379405 0.85910949 0.01607798 0.03937333],[0.19096804 0.7558385  0.01463634 0.02463304],83.96032128751648,31.640178787878767,88.24769999999995,156.6567,-52.32014249963771,56.607521212121185,4.2873787124834735,-68.40900000000005,-0.6231531954299091,1.7891024444465944,0.05106434380832862,-0.43668097183203813,0.24416828155517578,0.05256175994873047,0.02365732192993164,0.043219804763793945,4.645359702440352,10.321044887428698,2.221796706508375,1.8269102856106263,102,16
11,"[37.21994637 99.09187011 98.80585473 63.3096     15.         11.4047
 84.9502     55.5761      0.        ]","[24.23237879 79.88438889 97.96868182 63.3096     15.         11.4047
 84.9502     55.5761      0.        ]",[12.6503 82.566  83.375  63.3096 15.     11.4047 84.9502 55.5761  0.    ],[ 6.8653 49.516  51.43   63.3096 15.     11.4047 84.9502 55.5761  0.    ],[0.79180049 0.89017459 0.03082567 0.30119115],[0.79180049 0.91832611 0.06623103 0.185333  ],[0.77728444 0.89786856 0.03382676 0.1475981 ],[0.71408126 0.90525124 0.03382676 0.13337249],76.01262152790673,83.06970808080808,83.39970000000005,142.60969999999998,7.057086552901353,0.32999191919196846,7.387078472093322,-59.20999999999992,0.09284098365572703,0.003972469951031498,0.09718226162455511,-0.4151891491251993,0.254993200302124,0.09461736679077148,0.04946613311767578,0.052512407302856445,2.6949936248595203,5.1549046636719424,1.912770633711851,1.0615830264705315,192,23
12,"[37.22075442 89.28765422 99.68091442 96.9586     10.         49.9827
 40.4683     84.2059      0.        ]","[36.981      80.2987     97.96868182 96.9586     10.         49.9827
 40.4683     84.2059      0.        ]",[35.981  93.0097 88.045  96.9586 10.     49.9827 40.4683 84.2059  0.    ],[36.981  80.2987 77.209  96.9586 10.     49.9827 40.4683 84.2059  0.    ],[0.47284311 0.86301529 0.2317171  0.3617877 ],[0.43340794 0.86301529 0.26475978 0.25300504],[0.47284311 0.86301529 0.1426866  0.23740995],[0.43340794 0.86301529 0.15806726 0.20495816],51.29358577975893,61.75501818181817,57.967700000000036,82.5147,10.461432402059245,-3.7873181818181365,6.674114220241108,-24.54699999999997,0.20395205839143055,-0.061328104068685926,0.13011596126069228,-0.2974863872740247,0.3250148296356201,0.008802413940429688,0.03027939796447754,0.03986334800720215,36.92337486457205,10.733860363304226,0.2907063723907686,1.3165171927780097,102,16
13,"[37.21686258 79.66709574 99.91387225 58.0081     86.         24.4782
  6.2185     52.9905      0.        ]","[35.3261899  79.79683434 93.93864545 58.0081     86.         24.4782
  6.2185     52.9905      0.        ]",[35.9505 80.158  78.215  58.0081 86.     24.4782  6.2185 52.9905  0.    ],[ 3.613  80.158  65.57   58.0081 86.     24.4782  6.2185 52.9905  0.    ],[0.41038184 0.91166165 0.19536589 0.61355064],[0.41038184 0.91308348 0.22474126 0.49721335],[0.41038184 0.91166165 0.12518082 0.45021465],[0.31275932 0.91588063 0.16693681 0.43355625],99.62779458813873,103.58261010101006,119.56939999999997,99.87689999999998,3.9548155128713347,15.986789898989912,19.941605411861246,19.692499999999995,0.039695905437037333,0.15433855049028178,0.20016106443287074,0.19716771345526343,0.3077964782714844,0.02227616310119629,0.028044939041137695,0.03406977653503418,13.817302237967313,10.975116680410443,0.7943024254223023,1.2148279760943306,132,26
14,"[ 7.33738418 99.4815352  98.66193835  0.8807     66.         75.3252
 10.1823     78.4038      1.        ]","[24.23237879 99.9914     97.96868182  0.8807     66.         75.3252
 10.1823     78.4038      1.        ]",[34.845  55.242  98.7499  0.8807 66.     75.3252 10.1823 78.4038  1.    ],[37.938  45.516  88.9139  0.8807 66.     75.3252 10.1823 78.4038  1.    ],[0.86317505 0.2093516  0.29413524 0.36036146],[0.86317505 0.21662591 0.29413524 0.32437245],[0.85935738 0.09998305 0.26455555 0.36597704],[0.84872855 0.07816607 0.26455555 0.30199262],108.31321063379227,125.39159696969699,179.9724,202.62740000000002,17.078386335904725,54.580803030303,71.65918936620773,-22.65500000000003,0.15767593108883893,0.43528278089873423,0.6615923297527201,-0.11180620192530737,0.20891070365905762,0.009169816970825195,0.021310806274414062,0.05276918411254883,22.782428954005358,9.803040812673409,0.4302895372773651,2.476170231808825,84,18
15,"[64.95078909 98.23561112 95.00456756 18.1535     99.         99.0908
 97.4756     91.3696      0.        ]","[66.59056667 98.9914     97.96868182 18.1535     99.         99.0908
 97.4756     91.3696      0.        ]",[35.7006 57.525  80.3135 18.1535 99.     99.0908 97.4756 91.3696  0.    ],[37.9346 55.35   77.209  18.1535 99.     99.0908 97.4756 91.3696  0.    ],[0.04163969 0.2220473  0.00364496 0.00397628],[0.03582675 0.1909102  0.00377591 0.00643156],[0.02571293 0.03552597 0.00256726 0.00410228],[0.02393862 0.03050406 0.00215112 0.00385419],153.55711040729898,151.47698484848485,179.7086,187.22209999999998,-2.0801255588141316,28.231615151515143,26.15148959270101,-7.513499999999993,-0.013546266618958582,0.18637560801565908,0.17030464771924989,-0.04013148020452711,0.2799856662750244,0.008837461471557617,0.010017156600952148,0.04298114776611328,31.681684517225566,27.950612876353684,0.8822325359990479,4.290753302392003,42,11
16,"[ 0.58889539 99.71299174 97.272748   74.883      89.         93.6898
 62.6252     85.9255      1.        ]","[24.23237879 98.98167172 96.96117273 74.883      89.         93.6898
 62.6252     85.9255      1.        ]","[ 34.331  100.      97.8492  74.883   89.      93.6898  62.6252  85.9255
   1.    ]",[31.756  88.6192 83.108  74.883  89.     93.6898 62.6252 85.9255  1.    ],[0.1601294  0.74041144 0.82739959 0.83806588],[0.12867027 0.74688995 0.80920426 0.68497189],[[0.12867027 0.6970685  0.80920426 0.68497189]],[0.14066662 0.3436718  0.7283166  0.61398677],28.720155654304733,53.40653434343437,61.59880000000004,85.14580000000001,24.68637868912964,8.192265656565667,32.87864434569531,-23.54699999999997,0.8595489170139478,0.15339444428063317,1.1447933897519555,-0.2765491662536492,0.19537901878356934,0.024547576904296875,0.030173778533935547,0.34034204483032227,7.959197746697747,6.4751260291723955,0.8135400369790926,11.279397588457465,126,1002
17,"[ 4.60811774 79.69064491 97.32292103 77.3436      9.         32.2578
  5.8675      6.5617      1.        ]","[ 5.07034141 65.66063838 95.96868182 77.3436      9.         32.2578
  5.8675      6.5617      1.        ]",[29.6152 80.158  59.075  77.3436  9.     32.2578  5.8675  6.5617  1.    ],[ 4.7455 80.158  97.0495 77.3436  9.     32.2578  5.8675  6.5617  1.    ],[0.60080214 0.30739319 0.21813168 0.72660864],[0.60330847 0.35009589 0.21813168 0.65184293],[[0.5857417  0.18257898 0.20326493 0.56266673]],[0.60080214 0.30739319 0.21813168 0.7095502 ],50.250951793051684,66.09742121212122,113.03860000000003,50.19440000000003,15.846469419069535,46.94117878787881,62.78764820694835,62.8442,0.31534665222521546,0.7101816973650789,1.249481770325993,1.2520161611653882,0.2363910675048828,0.04317045211791992,0.020076513290405273,0.0544283390045166,5.47576075550892,11.774508057524908,2.1502962936572967,2.711045400026126,72,84
