cruise speed,image resolution,illuminance,controls responsiveness,power,smoke intensity,obstacle size,obstacle distance,firm obstacle,req_0,req_1,req_2,req_3
37.23140523610774,93.68282324634366,99.05936784797927,37.9839,98.0,57.3202,45.6157,85.1741,0.0,True,True,False,False
24.61293225120029,40.51994476223349,37.86836095242868,37.6367,72.0,61.922,26.6347,32.8408,1.0,True,False,True,True
6.035613390567679,26.238566736089037,37.86804040098404,51.3995,78.0,49.047,56.0714,79.0609,1.0,True,True,True,True
47.51470330851149,25.208799090197623,94.978054046634,78.3818,53.0,80.1221,40.2897,50.9242,1.0,True,False,True,True
3.540054139916424,99.78488075748646,98.35252617521893,2.0234,20.0,0.6304,88.2491,44.3981,1.0,True,False,False,False
24.61310031298582,50.02386343435669,37.86802493473697,31.5709,24.0,12.1378,19.2008,32.6802,1.0,True,False,True,True
35.72955590366732,99.76844914769848,99.30738813292962,83.0299,63.0,69.5702,44.3576,35.9831,0.0,False,True,False,False
24.324952055478978,92.85847511807567,99.44927235668122,86.8548,11.0,20.951,51.6759,80.1201,0.0,True,True,False,True
3.534730560182517,98.88672988521948,99.88334625321168,26.7376,34.0,5.6526,98.2451,55.5518,1.0,True,False,False,False
4.463545394464276,99.14773657833511,97.9660989168622,8.0572,65.0,21.3026,60.1986,61.4343,1.0,True,False,False,False
0.2648229533697336,37.31934994195664,98.5128517238966,80.4723,5.0,22.0744,89.3574,49.582,0.0,False,True,False,False
37.21994636624924,99.09187010692187,98.80585473142068,63.3096,15.0,11.4047,84.9502,55.5761,0.0,True,True,False,False
37.22075442287979,89.28765422319691,99.68091441992397,96.9586,10.0,49.9827,40.4683,84.2059,0.0,False,True,False,True
37.21686257603767,79.66709574265094,99.91387224524802,58.0081,86.0,24.4782,6.2185,52.9905,0.0,False,False,False,True
7.337384180346295,99.48153519948453,98.66193834706952,0.8807,66.0,75.3252,10.1823,78.4038,1.0,True,False,False,False
64.95078908645667,98.23561112074309,95.0045675584146,18.1535,99.0,99.0908,97.4756,91.3696,0.0,False,False,False,False
0.5888953922428551,99.71299173900589,97.27274799893227,74.883,89.0,93.6898,62.6252,85.9255,1.0,False,False,True,True
4.608117736680976,79.69064491119822,97.32292103243113,77.3436,9.0,32.2578,5.8675,6.5617,1.0,True,False,False,False
0.7329428083623019,39.8071472536104,98.52050736414326,95.663,1.0,54.9202,74.5786,86.9149,1.0,False,False,False,False
3.522718463328312,98.86436674158274,99.82354398846604,28.0694,40.0,23.1933,64.6552,74.2998,0.0,True,True,False,False
35.612329865382684,80.19134759714403,97.91331329525626,81.603,72.0,52.4819,32.9429,44.3276,0.0,False,False,True,False
24.3997622931214,99.99733953784552,99.10163163957334,95.2151,62.0,63.6152,77.9988,89.2558,0.0,True,True,False,True
35.822700871608866,26.088127592337784,49.93383365051552,92.3418,85.0,30.947,76.3369,55.2163,1.0,True,False,True,True
0.3232084246188262,41.09915810331582,98.1281023193858,69.6464,15.0,22.0301,89.3633,32.032,1.0,True,False,False,True
